,Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,VideoAmt,PhotoAmt,DesSem,DesSemCat,NameSem,NameSemCat,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT,AdoptionSpeed,Breed1_name,Breed2_name,Mixed,BreedName
10947,2,1,2,1,2,0,2,2,2,2,2,1,0,41401,0,1,0.167676768,1,0,0,10,1,0.8,9,24,27,121,300,400,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10948,2,2,1,2,5,7,3,1,2,2,2,1,0,41401,0,5,0.086666667,1,0,0,50,10,1.1,47,51,47,114,284,442,0,Siamese,Mixed_Breed,TRUE,Siamese__Mixed_Breed
10949,1,0,2,1,2,3,2,1,2,2,2,1,0,41401,0,3,0.3,1,0,0,37,9,0.3,29,57,113,131,393,480,0,Mixed_Breed,German_Shepherd_Dog,TRUE,Mixed_Breed__German_Shepherd_Dog
10950,2,0,2,1,7,0,2,1,2,1,2,2,0,41326,0,2,0.076835664,1,0,0,191,35,-0.9,17,80,86,117,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10951,1,2,2,2,0,0,2,1,1,1,2,1,0,41326,0,3,0.384939394,1,0,0,60,10,1.9,25,51,153,181,366,334,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10952,2,2,2,1,4,7,2,1,1,1,1,1,10,41326,0,11,0.329285714,1,0,0,54,13,3.6,110,41,63,125,592,453,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10953,2,0,1,1,2,7,2,1,1,1,2,1,1,41326,0,3,0.125,1,0,0,3,1,0.7,23,73,118,103,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10954,2,2,2,1,7,0,2,1,1,1,2,1,0,41401,0,2,0.110952381,1,0,0,73,13,1.6,19,55,100,165,640,360,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10955,2,2,1,1,0,0,2,2,1,1,2,1,0,41401,0,2,0.55,1,0,0,47,6,2.3,20,152,91,91,400,300,0,Persian,No_Breed,FALSE,Persian
10956,1,0,2,2,0,0,2,1,3,3,2,1,0,41326,0,1,0.366666667,1,0,0,21,4,1,10,88,67,114,315,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10957,1,2,2,4,5,7,2,2,1,1,1,1,0,41401,0,1,0.1,1,0,0,50,10,0.9,9,20,77,151,400,299,1,Golden_Retriever,No_Breed,FALSE,Golden_Retriever
10958,1,0,1,1,2,3,2,1,3,3,3,1,10,41326,0,5,-0.016666667,-1,0,0,52,12,0.9,49,54,91,116,234,384,1,Spitz,Spitz,FALSE,Spitz
10959,2,2,2,6,7,0,2,2,2,1,1,1,0,41326,0,1,0.06,1,-0.05,-1,30,8,1.7,10,17,111,102,400,300,1,Tabby,No_Breed,FALSE,Tabby
10960,2,0,2,1,2,7,3,2,2,2,2,1,0,41401,0,4,0.286742424,1,0,0,118,19,4.1,40,42,68,138,300,400,1,Persian,Mixed_Breed,TRUE,Persian__Mixed_Breed
10961,1,2,2,5,0,0,2,2,1,1,1,1,0,41327,0,2,0.7,1,0,0,17,5,0.3,20,24,84,103,360,480,1,Poodle,No_Breed,FALSE,Poodle
10962,1,0,2,2,4,0,2,1,1,1,1,1,0,41326,0,4,0.191136364,1,0,0,102,16,2.9,37,17,125,145,349,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10963,1,0,2,2,0,0,2,1,1,1,2,1,0,41326,0,1,0.35,1,0,0,21,4,1.2,10,26,57,145,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10964,1,0,2,2,0,0,2,1,1,1,2,1,0,41326,0,5,0.25,1,0,0,63,10,0.8,41,20,105,168,331,480,1,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
10965,1,1,2,2,7,0,1,1,1,1,2,1,0,41327,0,6,0.178019781,1,-0.0625,-1,139,24,4.9,54,13,74,150,400,266,0,Chihuahua,No_Breed,FALSE,Chihuahua
10966,1,0,2,1,0,0,2,1,2,1,2,1,0,41401,0,6,0.366666667,1,0,0,27,5,0.7,58,69,75,120,400,289,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10967,2,2,1,3,7,0,2,1,1,1,1,1,25,41326,0,5,0.117205387,1,0,0,157,24,2.6,47,20,92,144,600,608,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10968,1,2,1,5,7,0,2,2,3,3,3,1,0,41327,0,1,-0.021482684,-1,0,0,63,11,0.2,9,21,80,144,340,480,1,Spitz,No_Breed,FALSE,Spitz
10969,1,0,1,1,7,0,2,2,2,1,2,1,0,41326,0,4,0,0,0,0,2,1,0,34,40,89,175,356,480,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
10970,1,0,2,2,0,0,2,1,1,1,3,1,0,41326,0,6,0.316666667,1,0,0,82,12,2.2,44,42,99,140,546,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10971,1,0,2,2,7,0,2,1,2,2,2,1,0,41326,1,8,0.262222222,1,0.45,1,57,6,1.6,74,44,67,162,355,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10972,1,1,2,2,0,0,2,1,1,2,1,1,0,41326,0,1,0,0,0,0,5,0,0,10,37,105,111,640,640,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10973,1,0,2,1,2,0,2,1,3,3,2,1,0,41326,0,2,0.291666667,1,0,0,26,5,1.1,20,13,120,96,500,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10974,1,0,2,2,0,0,2,2,2,1,2,1,0,41327,0,2,0.197916667,1,0,0,90,20,1.3,15,14,135,124,350,350,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10975,1,0,2,2,5,7,2,1,2,1,2,1,0,41326,0,11,0.41412037,1,0,0,126,18,5.5,106,58,68,136,354,345,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10976,2,1,1,6,7,0,2,2,1,1,1,1,10,41326,0,9,0.287619048,1,0,0,-1,-1,-1,90,35,102,120,400,300,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
10977,1,0,2,1,2,0,2,2,2,1,2,1,0,41326,0,1,0,0,0,0,3,2,0,10,31,74,104,270,480,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
10978,1,1,2,2,0,0,2,1,2,2,2,1,0,41401,0,0,0.530833333,1,0.8,1,13,1,1.4,0,-1,-1,-1,-1,-1,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10979,1,0,2,1,2,0,2,1,1,1,2,1,0,41326,0,3,0.483333333,1,0,0,21,4,0.8,25,94,74,165,357,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10980,2,0,1,6,0,0,1,1,2,2,2,1,0,41401,0,3,0.078787879,1,-0.15,-1,10,2,1,30,85,65,146,546,480,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
10981,1,0,2,1,2,7,1,2,1,1,2,1,0,41326,0,2,0.271875,1,0,0,39,8,2.3,14,95,96,132,300,400,0,Corgi,Mixed_Breed,TRUE,Corgi__Mixed_Breed
10982,1,0,1,2,0,0,2,1,1,1,2,1,0,41326,0,4,0.333928571,1,0,0,45,8,2.3,39,13,103,161,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10983,1,0,1,1,2,7,2,1,2,2,2,1,0,41401,0,1,0.35,1,0,0,11,2,0.4,9,62,127,153,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10984,1,0,2,2,0,0,2,1,2,2,2,1,0,41324,0,5,-0.173333333,-1,0,0,5,1,0.3,48,28,76,120,380,320,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10985,1,0,2,3,0,0,2,1,1,1,1,1,0,41401,0,17,0.343181818,1,0,0,83,17,2.9,132,94,91,148,602,430,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10986,1,0,1,1,2,0,2,2,1,1,2,1,0,41326,0,2,0.2375,1,0,0,34,3,1,20,13,71,123,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10987,1,0,2,1,2,7,2,2,2,1,2,1,0,41326,0,2,0.25,1,0.5,1,32,4,0.7,16,13,67,159,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10988,1,0,2,2,5,0,2,1,2,1,2,1,0,41327,0,11,0.78,1,0,0,9,0,0.9,110,56,100,152,363,345,1,Rottweiler,Mixed_Breed,TRUE,Rottweiler__Mixed_Breed
10989,1,0,1,1,0,0,2,1,1,1,2,1,0,41326,1,5,0.13495671,1,0,0,103,16,3.8,50,27,121,105,320,380,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10990,1,1,2,1,2,7,1,1,1,1,3,1,25,41326,0,4,0.159387401,1,0,0,316,50,3.5,39,70,55,127,345,479,1,Poodle,Maltese,FALSE,Poodle
10991,2,1,2,6,7,0,1,1,2,1,2,1,0,41326,0,1,0.375,1,0.55,1,37,7,0.9,10,63,43,165,400,348,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10992,2,0,1,4,7,0,2,2,1,1,2,1,0,41326,0,2,-0.002777778,-1,0,0,61,10,-0.1,20,52,94,125,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10993,2,0,2,1,3,5,2,1,2,1,2,1,0,41401,0,15,0.575,1,0,0,11,2,0.9,145,26,53,108,503,448,1,Mixed_Breed,Tortoiseshell,TRUE,Mixed_Breed__Tortoiseshell
10994,2,0,1,3,7,0,1,1,2,2,2,1,0,41326,0,1,0.2325,1,0,0,57,7,0.8,10,23,53,155,360,480,1,Tiger,No_Breed,FALSE,Tiger
10995,2,2,1,1,7,0,2,1,1,1,1,2,0,41326,0,3,0.136562998,1,0,0,189,37,4.1,25,38,38,134,360,480,1,Burmilla,No_Breed,FALSE,Burmilla
10996,1,0,2,1,2,0,2,1,1,1,2,1,0,41326,0,5,0.2625,1,0,0,39,10,1.5,44,20,96,140,368,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10997,1,0,2,1,2,5,2,1,1,1,2,1,0,41326,0,6,0.345007003,1,0.85,1,115,12,4,51,43,105,132,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
10998,1,0,2,2,0,0,2,1,1,1,2,1,0,41326,0,11,0.321153846,1,0,0,113,22,4.6,89,42,93,132,556,480,1,Shar_Pei,No_Breed,FALSE,Shar_Pei
10999,1,0,1,1,0,0,2,1,2,1,2,1,0,41326,0,2,0.085833333,1,0,0,79,11,1.9,20,33,77,85,639,456,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11000,2,0,1,1,7,0,2,1,2,1,2,1,0,41326,0,5,0.559090909,1,0,0,24,4,1.2,47,38,53,109,203,360,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11001,1,2,2,1,7,0,1,1,1,1,1,1,25,41326,0,3,0.216666667,1,0,0,50,8,8.33E-17,28,53,81,88,400,300,0,Boston_Terrier,No_Breed,FALSE,Boston_Terrier
11002,2,0,2,6,0,0,1,2,2,2,2,1,0,41401,0,2,0.49,1,0,0,11,2,1.7,20,87,56,89,360,480,1,Oriental_Short_Hair,No_Breed,FALSE,Oriental_Short_Hair
11003,1,2,2,2,0,0,1,1,3,3,3,1,0,41326,0,4,-0.131144781,-1,0,0,52,12,0.8,37,26,107,126,333,341,0,Miniature_Pinscher,Chihuahua,FALSE,Miniature_Pinscher
11004,1,1,2,1,2,0,2,1,1,1,1,1,0,41326,0,4,0.198958333,1,0,0,86,16,2.1,38,20,103,154,324,375,0,Hound,Mixed_Breed,TRUE,Hound__Mixed_Breed
11005,2,0,2,7,0,0,1,2,2,2,2,1,0,41326,0,1,-0.195,-1,0,0,4,0,0.6,10,46,27,136,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11006,2,0,1,1,0,0,1,2,1,1,2,1,0,41326,0,2,-0.068388889,-1,-0.1875,-1,222,36,-1.2,16,26,168,131,350,350,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11007,1,0,2,2,0,0,2,1,2,1,2,1,0,41401,0,7,0.259982639,1,0,0,129,24,0.9,70,40,73,132,353,351,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
11008,1,0,2,2,7,0,2,1,1,1,1,1,0,41326,0,2,0.173333333,1,0,0,85,11,4.1,16,14,142,167,299,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11009,1,2,2,4,7,0,2,1,2,2,1,1,0,41327,0,1,0.113273491,1,0,0,147,24,1.8,9,30,83,118,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11010,2,1,1,4,0,0,1,2,2,2,2,1,0,41326,0,3,0.318181818,1,0,0,25,5,0.9,30,36,137,106,400,260,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11011,2,0,1,3,7,0,1,2,2,1,2,1,15,41326,0,30,0.109137364,1,0,0,594,114,1.9,296,40,93,127,324,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11012,2,2,1,4,7,0,2,1,1,1,1,1,0,41326,0,3,0.0975,1,0,0,39,7,1.1,29,21,75,143,333,366,1,Tabby,No_Breed,FALSE,Tabby
11013,1,2,1,1,2,0,2,2,1,1,1,2,0,41326,0,2,0.3375,1,0,0,43,6,1.8,20,37,36,118,400,300,0,Cocker_Spaniel,No_Breed,FALSE,Cocker_Spaniel
11014,1,0,1,3,5,0,2,1,2,1,2,1,0,41326,0,4,0.4,1,0,0,48,9,1.7,40,18,88,149,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11015,2,0,1,1,7,0,1,2,2,1,2,1,0,41401,0,1,0.088148148,1,0.333333333,1,42,9,1.5,10,29,24,142,360,480,0,Tuxedo,Ragdoll,FALSE,Tuxedo
11016,2,0,1,3,5,0,2,2,1,1,2,1,0,41326,0,17,-0.016666667,-1,0,0,75,15,2.1,166,30,97,150,346,382,1,Oriental_Tabby,No_Breed,FALSE,Oriental_Tabby
11017,1,0,2,7,0,0,2,1,1,1,2,1,0,41326,0,4,0.20797619,1,0,0,38,7,2.8,38,14,88,130,245,184,0,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
11018,2,0,2,1,3,7,1,2,2,1,2,1,2,41326,0,2,0.275,1,0,0,81,11,1.6,19,53,139,129,640,626,0,Calico,No_Breed,FALSE,Calico
11019,2,0,2,1,2,4,2,3,2,2,2,1,0,41326,0,1,0.130357143,1,0,0,69,14,2,10,57,65,97,360,480,0,Maine_Coon,Tortoiseshell,FALSE,Maine_Coon
11020,1,2,2,1,0,0,2,1,1,1,1,1,0,41401,0,2,0.358333333,1,0,0,23,7,2,20,32,61,100,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11021,2,2,2,6,7,0,2,3,2,2,1,1,10,41326,0,2,0.466666667,1,0,0,16,3,1.8,20,50,51,120,491,555,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
11022,1,0,2,7,0,0,2,1,1,1,2,1,20,41326,0,9,0.116739766,1,0,0,228,38,0.4,79,46,76,139,355,344,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11023,1,2,2,7,0,0,2,1,1,1,2,1,0,41326,0,2,0.17797619,1,0,0,28,5,1.4,20,17,51,139,640,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11024,1,2,2,2,0,0,1,2,1,1,1,1,0,41326,0,1,0.127777778,1,0,0,110,22,-0.3,9,15,141,85,349,480,0,Cocker_Spaniel,No_Breed,FALSE,Cocker_Spaniel
11025,2,0,1,3,0,0,2,1,2,2,2,1,0,41326,0,2,0.036666667,1,0,0,43,4,-0.3,17,20,138,113,354,365,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
11026,2,0,1,3,7,0,2,2,2,2,2,1,0,41326,0,1,0.093333333,1,0,0,16,5,1,9,15,48,191,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11027,1,0,1,1,2,0,2,1,2,1,2,1,0,41326,0,4,0.016666667,1,0,0,34,7,0,39,95,97,119,375,325,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11028,1,0,1,2,7,0,2,2,1,1,2,1,0,41336,0,3,-0.005208333,-1,0.136363636,1,93,20,1.5,29,30,69,124,300,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11029,1,2,1,2,5,7,2,2,2,1,2,1,0,41401,0,0,0.375,1,0,0,5,0,0.7,0,-1,-1,-1,-1,-1,1,Beagle,No_Breed,FALSE,Beagle
11030,2,0,2,5,7,0,1,1,2,2,2,1,2,41326,1,2,0,0,0,0,6,1,0,20,43,33,145,640,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11031,2,0,1,2,0,0,2,1,1,1,2,1,10,41326,0,3,0.1,1,0,0,70,14,1.3,30,38,79,93,400,299,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11032,2,0,1,1,6,0,2,1,2,1,2,1,5,41326,0,5,0.105668449,1,-0.05,-1,127,23,2.3,50,59,98,165,340,360,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11033,2,0,2,2,7,0,1,1,2,1,2,1,0,41401,0,3,-0.068888889,-1,0,0,40,12,0.6,30,66,74,113,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11034,1,2,1,2,7,0,1,1,1,1,1,1,0,41401,0,2,0.026388889,1,0,0,68,10,1.4,20,39,45,138,334,350,0,Shih_Tzu,Pekingese,FALSE,Shih_Tzu
11035,1,2,2,2,7,0,1,2,1,1,1,1,0,41326,0,2,0.200333333,1,0,0,55,11,-5.55E-17,20,17,55,159,315,480,0,Jack_Russell_Terrier,No_Breed,FALSE,Jack_Russell_Terrier
11036,2,0,2,1,2,7,2,1,2,2,2,1,0,41326,0,2,0.245833333,1,0,0,35,6,1.2,20,111,51,146,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11037,1,0,1,1,0,0,2,2,1,1,1,1,0,41326,0,3,0.133333333,1,0,0,41,10,0.9,24,51,67,110,271,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11038,1,0,1,1,0,0,2,1,2,2,2,1,0,41401,0,1,0.247222222,1,0,0,15,2,1.2,10,91,42,132,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11039,2,0,2,1,2,4,1,2,2,2,2,1,10,41336,0,2,0,0,0,0,-1,-1,-1,19,39,82,100,300,400,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
11040,2,0,1,1,7,0,1,1,1,1,2,1,0,41332,0,6,0.183333333,1,-0.166666667,-1,3,0,0.8,51,33,52,120,350,312,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11041,1,0,2,5,0,0,2,1,3,3,2,1,0,41326,0,2,0.366666667,1,0,0,22,4,1,20,122,47,160,327,479,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11042,1,0,2,1,4,7,2,1,2,2,2,1,0,41326,0,1,0.170833333,1,0.8,1,39,4,0.8,10,10,139,140,400,400,1,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
11043,1,2,1,2,7,0,2,2,1,3,3,1,0,41326,0,1,0.116287879,1,0,0,12,3,0.3,10,17,111,154,400,341,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
11044,1,2,1,2,3,0,2,3,3,3,2,1,0,41401,0,4,0.244444444,1,0,0,121,21,1.4,39,40,129,146,374,325,0,Cocker_Spaniel,No_Breed,FALSE,Cocker_Spaniel
11045,2,0,2,2,0,0,1,2,2,1,1,1,0,41326,0,1,0,0,0,0,5,1,0.3,10,45,73,143,270,480,0,Siamese,No_Breed,FALSE,Siamese
11046,2,0,2,1,6,7,2,2,2,2,2,1,0,41326,0,1,0.369270833,1,-0.1875,-1,30,5,1.8,9,41,69,173,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11047,1,0,2,5,0,0,2,2,3,3,3,1,0,41324,0,1,0.425,1,0,0,11,2,0,10,20,67,190,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11048,2,0,1,6,7,0,2,2,2,2,2,1,0,41326,0,5,0.4375,1,0,0,31,6,1.7,45,15,53,135,435,486,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11049,1,2,1,1,2,3,3,2,3,3,3,1,0,41401,0,0,0.166666667,1,0,0,47,10,0.6,0,-1,-1,-1,-1,-1,0,German_Shepherd_Dog,No_Breed,FALSE,German_Shepherd_Dog
11050,1,2,1,3,5,0,2,3,1,1,1,1,0,41326,0,5,0.24,1,0,0,139,22,4.7,49,51,86,144,380,348,1,Pomeranian,Spitz,FALSE,Pomeranian
11051,2,0,1,6,7,0,1,1,3,3,3,1,0,41401,0,7,0.052564935,1,0,0,102,29,-1.11E-16,70,44,53,111,514,451,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11052,1,0,1,1,0,0,2,1,2,1,2,1,0,41326,0,4,0.5,1,0.65,1,5,1,0.9,39,59,42,125,297,399,0,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
11053,2,1,2,1,2,7,2,1,1,1,1,1,0,41401,0,3,0.35,1,0,0,24,3,0.8,30,35,72,108,546,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11054,2,0,2,1,0,0,2,1,2,2,2,1,0,41335,0,4,0.10021645,1,0,0,155,29,2.2,35,96,72,148,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11055,1,2,1,2,0,0,2,2,3,3,3,1,0,41401,0,4,0.228690476,1,0,0,102,19,1.6,40,19,75,132,400,300,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11056,1,2,1,1,2,7,2,3,1,1,1,1,0,41326,0,1,0.375,1,0,0,30,6,0.8,10,15,84,91,225,300,0,Shih_Tzu,No_Breed,FALSE,Shih_Tzu
11057,2,0,2,1,7,0,2,2,2,2,2,1,5,41326,0,6,0.045422648,1,0,0,130,23,0.9,59,81,116,162,366,333,0,Mixed_Breed,Mixed_Breed,TRUE,Mixed_Breed
11058,2,2,1,3,7,0,2,2,1,1,2,1,10,41401,0,1,0,0,0,0,-1,-1,-1,10,65,33,190,400,241,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11059,1,0,2,2,0,0,2,1,1,1,1,1,0,41401,0,8,0.057747934,1,0,0,118,18,-0.1,72,39,64,171,366,299,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11060,1,0,1,1,7,0,2,2,1,1,2,1,0,41326,0,5,0,0,0,0,3,2,0,49,42,95,136,360,480,1,Mixed_Breed,German_Shepherd_Dog,TRUE,Mixed_Breed__German_Shepherd_Dog
11061,1,1,1,1,0,0,2,1,1,1,2,1,0,41326,0,2,0.35,1,0,0,30,5,0.9,19,78,43,95,361,349,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11062,1,0,1,1,2,7,2,1,1,1,3,1,0,41326,0,2,0.05,1,0,0,46,8,0,18,104,112,141,375,420,0,Belgian_Shepherd_Malinois,Mixed_Breed,TRUE,Belgian_Shepherd_Malinois__Mixed_Breed
11063,1,0,2,2,0,0,2,1,2,1,2,1,0,41326,0,2,0.366666667,1,0,0,13,5,0.5,20,64,72,174,400,268,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11064,1,0,2,2,3,0,2,2,1,1,2,1,10,41326,0,4,0.295707071,1,0.3,1,57,7,3,40,28,84,132,312,291,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11065,1,2,1,7,0,0,2,2,1,1,1,1,0,41326,0,1,0.142613636,1,0,0,58,10,0.4,10,21,44,139,640,480,0,West_Highland_White_Terrier_Westie,No_Breed,FALSE,West_Highland_White_Terrier_Westie
11066,1,0,2,5,7,0,2,1,2,1,2,1,0,41401,0,4,0.325,1,0,0,12,2,1,36,20,78,128,266,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11067,1,1,2,2,5,7,1,2,2,2,1,1,5,41326,0,4,0.275833333,1,0,0,17,3,1.9,35,28,62,143,522,558,1,Spitz,Spitz,FALSE,Spitz
11068,1,0,2,5,7,0,3,2,2,2,2,1,0,41327,0,2,0.025,1,0,0,60,13,1.8,20,15,75,176,360,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11069,1,0,2,2,7,0,1,1,3,3,3,1,0,41401,0,3,-0.48,-1,0,0,53,9,-0.8,28,52,60,149,400,300,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11070,2,1,1,1,2,0,2,2,2,2,2,2,0,41401,0,1,-0.111666667,-1,0,0,21,3,-0.7,10,12,79,129,360,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11071,1,0,2,1,2,0,2,2,1,1,2,1,0,41326,0,2,0.284259259,1,0,0,49,7,0.9,20,31,105,146,270,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11072,1,2,2,2,5,7,2,1,1,1,1,1,0,41401,0,3,-0.029960317,-1,0,0,35,9,1.2,28,25,92,125,400,266,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11073,1,2,1,1,2,7,2,1,1,1,2,1,0,41326,0,4,0.408333333,1,0,0,33,8,0.6,29,20,85,118,335,397,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11074,1,0,1,2,0,0,2,1,2,2,2,1,0,41401,0,2,0.238888889,1,0,0,21,3,1.5,20,30,86,172,640,480,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11075,1,2,2,6,7,0,1,3,1,1,1,1,25,41326,0,2,0.7,1,0,0,29,4,0,20,108,68,150,299,400,1,Schnauzer,No_Breed,FALSE,Schnauzer
11076,1,2,1,2,0,0,2,2,1,1,2,1,0,41336,0,5,0.281666667,1,0,0,24,5,0.9,49,64,60,132,292,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11077,2,0,2,1,4,7,3,2,2,1,3,1,4,41326,0,4,0,0,0,0,-1,-1,-1,38,100,49,131,344,458,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11078,1,0,2,1,7,0,3,2,1,1,2,1,20,41401,0,5,0.23574694,1,0,0,342,57,6.7,47,83,51,155,320,380,1,Labrador_Retriever,Mixed_Breed,TRUE,Labrador_Retriever__Mixed_Breed
11079,2,2,2,4,7,0,2,2,1,3,2,1,0,41401,0,3,-0.041666667,-1,0,0,26,6,2.1,30,28,88,104,400,300,0,Oriental_Long_Hair,No_Breed,FALSE,Oriental_Long_Hair
11080,1,1,2,5,0,0,1,2,3,3,3,1,0,41326,0,6,0.154079254,1,0,0,154,28,4.5,60,66,43,125,350,350,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11081,1,0,2,2,0,0,2,1,2,2,2,1,0,41401,0,1,0.4,1,0,0,9,1,0.3,10,26,111,105,225,400,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11082,1,1,1,2,7,0,2,1,1,1,2,1,0,41326,0,1,0.179938272,1,0,0,110,14,1.3,10,33,44,133,270,480,1,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11083,1,2,1,2,0,0,2,1,1,1,2,1,0,41326,0,0,0.135714286,1,0,0,134,21,0.7,0,-1,-1,-1,-1,-1,0,Mixed_Breed,No_Breed,TRUE,Mixed_Breed
11084,2,1,2,6,7,0,2,1,1,1,1,1,20,41336,0,8,0.156932627,1,0,0,240,34,1.6,79,34,105,142,321,350,1,Tabby,No_Breed,FALSE,Tabby
