,PetID,Description_SIZE,Description_VALUABLE_SIZE,Description_SCORE,Object_SIZE,Object_COLOR_H,Object_COLOR_S,Object_COLOR_V,Image_WIDTH,Image_HEIGHT
12965,ad2b462ee,-1,-1,-1,20,25,71,104,400,300
12966,99af63c63,45,6,3,46,47,71,128,360,480
12967,64b1db30c,11,4,0.9,46,56,86,153,323,347
12968,bb5162df6,46,9,0.5,20,13,108,136,392,366
12969,f152b2fd4,26,6,0.7,23,56,112,150,400,333
12970,eed4b685b,68,24,1.9,48,27,54,103,400,300
12971,7889399ac,-1,-1,-1,19,68,43,129,225,400
12972,52ffdc6c2,17,2,1,10,24,63,101,293,400
12973,1d13441b9,38,9,0.6,10,132,65,124,225,300
12974,88f092c58,46,9,1.6,90,35,68,115,485,533
12975,2ba8bb04a,90,12,1.9,20,108,65,135,400,340
12976,c4ef3ff97,133,18,4.5,59,24,130,139,453,480
12977,214dbc1f4,25,6,2.7,20,41,53,115,400,265
12978,38f6d8ab9,22,5,0.6,9,50,47,153,299,400
12979,da4a5403d,58,11,2.4,20,72,30,127,455,420
12980,95d951387,63,12,1.2,30,29,69,142,410,586
12981,22cf2902d,21,4,1,10,62,82,139,360,480
12982,c6c6adc4a,6,1,0.1,9,90,52,157,400,381
12983,21c3157e8,37,7,2.1,20,15,96,159,400,400
12984,a3b415951,8,2,0.1,20,24,48,125,360,480
12985,fa27f275a,57,11,1.3,39,44,72,158,375,325
12986,198a73c5e,59,4,1.7,10,16,42,132,383,400
12987,b2b06e1fc,17,1,1.2,10,39,55,120,400,300
12988,377d9bef6,34,5,2.4,20,79,51,110,360,480
12989,e617dd078,16,3,0.8,46,33,76,135,380,320
12990,380e603cd,73,11,1.3,49,45,84,151,402,408
12991,c8172e598,36,8,0.7,9,90,167,189,640,640
12992,576f4893f,104,21,0.4,30,19,100,160,259,317
12993,cd47ddc13,136,25,7.3,20,39,97,127,640,516
12994,b0a24f910,85,14,2,103,27,81,153,369,297
12995,3584bf68a,13,2,-0.2,7,53,57,132,288,480
12996,3c008b0b7,53,13,0.8,77,53,80,120,400,419
12997,d3ac21f5d,63,8,0.2,23,47,68,142,546,480
12998,615f5dc85,77,9,3,28,16,81,142,400,267
12999,a9914ea40,38,9,1.7,20,15,56,89,400,300
13000,a9e6b1a1b,68,12,1.4,45,113,116,107,472,480
13001,2db00a064,5,1,0.7,20,21,51,125,317,400
13002,a2b226c6c,24,5,2.1,9,35,23,148,299,400
13003,9827921f8,14,3,0.2,40,14,88,120,346,333
13004,d1bfba974,16,3,1.1,18,57,36,116,369,480
13005,61ac348d1,9,2,0.9,9,25,136,90,270,480
13006,401553149,16,2,1.5,10,53,43,112,640,640
13007,59cf08ff3,77,14,1.9,7,36,42,149,400,334
13008,60bc5ce92,185,34,1.6,39,21,59,131,430,480
13009,9024c21fc,31,4,2.4,8,17,69,145,283,400
13010,6eab205e6,28,7,3,10,12,54,167,300,400
13011,994450113,21,5,1.6,20,15,77,153,400,266
13012,2b4003be8,57,8,-0.2,20,16,91,147,390,332
13013,c43ca0a88,87,18,0.3,70,18,57,107,362,305
13014,7.43E+09,39,6,1.1,10,39,61,113,400,267
13015,6bed4e9d5,5,1,0.9,60,41,56,123,383,293
13016,5149bb7f8,59,12,3.4,104,35,56,129,390,309
13017,b780980c1,330,50,0.1,100,66,50,140,400,300
13018,10b669bea,82,12,1.9,30,27,93,109,328,371
13019,ee7d6cf3f,83,18,1.9,4,20,41,138,300,400
13020,5b214efd1,75,15,-1.1,113,57,53,137,333,344
13021,5d00ca4d0,83,14,0.6,194,44,53,118,332,366
13022,261a88440,17,5,0.8,10,59,47,110,238,400
13023,e0e241d57,247,44,2.5,92,17,147,147,438,476
13024,677968b60,93,14,1,20,16,147,228,640,640
13025,3005b75eb,29,4,1.4,20,32,78,106,315,480
13026,8c75e5189,78,13,-0.2,40,31,67,116,367,324
13027,603dbe569,161,18,0,10,28,112,125,640,480
13028,0e88c1c1c,38,6,1.6,24,24,124,144,355,343
13029,c17b66965,3,2,0,10,17,64,190,270,480
13030,d0f8b280d,29,9,1.4,50,76,57,125,394,403
13031,35ce89b5c,27,3,2.2,40,85,33,163,640,581
13032,01e410583,60,13,1.4,195,31,104,129,419,479
13033,4bbc7992a,41,7,2,24,44,75,125,453,533
13034,c2ec1becc,52,10,0.9,30,34,115,98,333,366
13035,b7d2f8186,10,3,1.4,45,26,69,135,472,480
13036,eb77432cd,95,16,2.4,40,56,65,115,268,356
13037,5b5b2c882,59,15,1.4,29,31,51,134,300,400
13038,9a0db11a9,32,5,0.3,20,34,59,145,500,480
13039,396a2773f,14,4,0.2,49,13,126,134,400,300
13040,65a7711bd,189,29,-0.7,30,37,82,137,453,480
13041,8ece5f3ba,16,5,0.5,40,49,49,153,400,300
13042,3497c1ad0,133,23,-0.4,69,32,87,136,312,387
13043,7b25498d6,80,16,1.7,59,19,83,131,360,480
13044,eb79f1cfa,23,4,1,39,33,148,143,285,479
13045,6b65fa006,16,3,1.6,10,10,111,72,360,480
13046,e4e128c70,-1,-1,-1,40,13,55,119,570,480
13047,50844e473,31,5,1.4,10,13,169,160,320,480
13048,76024f2ed,26,5,2.5,50,18,88,149,400,300
13049,4f3e35156,9,0,0.9,69,29,43,119,353,480
13050,6edcc1f1b,128,24,2.9,27,36,61,127,333,366
13051,aba512b8f,130,26,2.6,10,36,71,111,360,480
13052,dcdf98438,59,12,4.3,55,36,107,154,352,349
13053,705117847,22,3,1.6,38,26,41,159,416,480
13054,47d68f63c,67,8,0.8,10,16,76,170,640,640
13055,9679275a3,19,3,1.5,36,77,103,142,286,400
13056,e60bbc064,113,18,2.3,23,28,65,149,360,480
13057,8717133d3,64,15,4.3,27,79,82,154,362,450
13058,c02a9554d,41,5,0.8,0,-1,-1,-1,-1,-1
13059,ef80d0222,141,25,2.5,36,62,63,147,225,300
13060,da8c280f1,13,1,0.9,60,20,91,153,400,225
13061,f32959003,-1,-1,-1,30,23,106,112,400,300
13062,fb89569d8,111,26,1.1,81,50,63,124,344,355
13063,c292a8b67,36,10,1.2,20,14,92,161,360,480
13064,128293a4d,46,8,0.9,29,71,68,115,348,360
13065,b256f479c,58,9,3.4,93,33,125,129,350,356
13066,f3db279d0,21,4,0.7,10,16,90,119,318,480
13067,c8a528b69,47,12,2.3,40,15,118,141,570,480
13068,35fc0fd89,62,12,1.5,37,48,31,106,400,300
13069,3e2fdd907,29,5,0.8,10,103,43,135,281,400
13070,ac1a70774,68,8,-0.7,35,69,108,122,467,452
13071,8300e943e,4,1,0.4,10,58,46,121,360,480
13072,a97a37056,21,5,0.6,10,17,52,126,640,640
13073,c2386bba2,74,9,0.6,66,54,109,163,304,365
13074,2c401c793,23,4,1.4,53,48,62,130,400,300
13075,c55f2f503,45,10,-0.6,50,45,79,126,594,505
13076,e03ec2a98,44,6,2.7,20,33,60,163,360,480
13077,8c7dbce06,180,39,5.9,32,23,82,97,316,480
13078,d9cf525bb,143,14,1,45,19,91,162,307,366
13079,f85ae1408,159,19,0.8,20,25,129,103,400,300
13080,0b4a0d698,64,13,-0.4,29,65,116,135,523,388
13081,239b75387,34,7,0.3,10,96,29,136,640,480
13082,0e1f78a77,91,19,0.6,90,64,71,124,640,480
13083,1ac22584b,-1,-1,-1,39,39,121,144,400,254
13084,d0a66003d,2,1,0,8,66,89,141,400,225
13085,5d0551d53,83,13,3.4,79,19,70,124,570,480
13086,d3f157880,73,11,2.9,10,29,48,184,400,266
13087,de2d4f372,33,4,0.8,10,14,106,187,300,400
13088,bb2cbdb23,55,10,3.2,59,34,80,102,287,385
13089,e97e1afc1,14,4,0.5,9,25,122,149,400,300
13090,018e4d193,19,5,1.1,20,27,105,160,270,480
13091,8.67E+82,52,13,1.7,131,38,65,121,270,480
13092,d2f333b86,193,26,3.3,102,29,52,128,300,400
13093,248eca1fa,153,27,0.1,33,31,80,97,311,375
13094,fffd78a11,19,4,1.6,20,77,36,149,245,400
13095,c8bc66245,48,8,0.3,29,96,106,149,360,480
13096,d6b0d8aa9,24,5,1.7,28,30,33,105,400,300
13097,eaf87e39e,39,7,1.5,20,40,40,99,400,300
13098,24e2a6ff5,6,1,0,10,65,104,150,400,300
13099,e01e4a2fb,62,14,1,50,52,56,119,640,440
13100,8ef541435,126,20,1.3,30,21,54,155,333,366
13101,c9a21c416,101,19,1.9,104,60,52,126,354,354
13102,2bf818d30,69,16,1.4,10,18,46,109,640,480
13103,24379b58d,35,6,1.8,10,24,83,145,639,360
13104,a7f77b3bd,37,6,2.5,98,36,83,126,346,320
13105,3666cdd80,32,6,0.6,86,33,135,160,577,480
13106,25952f8a0,22,5,1.6,10,65,136,157,285,400
13107,514202b22,13,3,1.3,30,93,91,148,480,480
13108,7cd4ec150,34,6,0.5,20,22,31,125,360,480
13109,0a796c967,62,14,1.6,100,26,81,100,370,330
13110,38ea54f1f,16,4,0.9,38,54,66,137,360,480
13111,7f6f8b365,240,34,3.6,58,71,50,134,327,361
13112,f50d4f5bc,26,2,2,9,32,125,110,300,400
13113,d2ac2859f,113,12,-0.1,40,47,59,116,400,300
13114,a0c1384d1,57,16,2.3,38,27,30,131,400,300
13115,d8df310c9,13,3,1.6,10,37,79,150,270,480
13116,bd263a880,19,5,0.7,70,31,44,119,314,385
13117,9e3d235d8,84,13,2.4,35,12,105,149,380,295
13118,dbe30d86f,67,8,4.3,146,43,66,131,640,478
13119,46d9b2934,7,2,1.4,31,37,92,157,360,480
13120,7cbf39f49,20,3,1.8,9,21,90,88,400,268
13121,1f82b8bf0,173,28,4.9,30,44,68,135,482,480
13122,1e011d469,256,38,2.1,50,12,91,160,380,320
13123,9a48cc316,185,25,3.4,53,48,47,135,400,225
13124,ca90f9062,30,6,0.9,49,36,52,104,400,301
13125,68d514216,23,2,0,20,57,46,97,640,360
13126,0ace65bc4,15,4,1.2,9,31,70,126,400,300
13127,076a67405,74,20,2,10,15,169,160,239,400
13128,7ceeeb9f2,24,8,1.8,40,30,99,105,366,318
13129,e5ea737ec,159,31,3.4,19,55,44,141,640,555
13130,6bec28b35,82,17,2.6,15,77,79,143,640,412
13131,3a64a5704,430,76,6.9,117,19,68,119,616,480
13132,e7c607873,3,0,0.4,37,57,60,104,400,300
13133,c8c55eb19,22,4,0.7,9,64,65,150,400,400
13134,8b9a9eac7,228,30,4.2,37,75,47,122,400,300
13135,880d3c594,94,12,2.8,76,32,63,131,400,300
13136,870ff72ec,36,6,0.6,20,33,86,136,500,560
13137,9817c3ef1,34,8,1.6,39,25,118,167,369,480
13138,506bacb46,2,1,0,53,26,109,132,455,420
13139,ee83e7a09,134,34,4.2,81,49,65,132,325,340
13140,3bf7bccc9,44,9,1,25,89,87,157,400,400
13141,d8179f4d9,41,8,-0.2,20,27,94,121,470,440
13142,70a7a71fe,148,40,2.6,128,24,102,145,358,307
13143,d0c1d6b64,8,5,0.2,57,32,60,142,400,287
13144,67e6db7dc,26,4,1.3,6,112,38,140,299,400
13145,abf1716a9,37,6,1.6,26,57,59,150,293,459
13146,846ca7805,41,6,0.8,211,44,78,110,242,353
13147,5893d408b,32,6,0.5,20,12,157,81,486,480
13148,df091dc6b,80,12,-1.2,10,41,67,164,300,400
13149,caa16cc3c,127,25,3.5,26,93,72,168,640,480
13150,ae089cd20,75,9,-1.2,17,21,43,147,399,300
13151,b5e7e4539,35,6,0,47,33,85,127,340,380
13152,838b5c426,4,2,0.3,8,19,60,111,360,480
13153,67888f9fc,-1,-1,-1,38,26,53,130,400,300
13154,67c9d22df,33,7,0.5,10,30,59,100,400,241
13155,121abd2ba,40,9,0.5,69,23,103,156,357,342
13156,b47536db5,52,10,1.2,50,41,92,115,340,360
13157,daed3d063,4,0,0.8,20,25,76,150,640,427
13158,b48b65ef2,20,3,0.4,10,14,67,127,300,400
13159,ef0b07c6b,8,1,1.1,47,18,65,137,256,192
13160,219bf9c22,32,5,2,10,18,64,125,270,480
13161,38a780df6,40,9,1.4,19,30,68,144,298,400
13162,3a8770d75,38,7,0.8,30,52,57,103,400,300
13163,e23c47d1e,145,24,3.1,60,17,52,129,599,510
13164,e8e054802,21,6,0.5,30,12,49,121,640,425
13165,a76b1a86a,-1,-1,-1,38,38,36,112,640,640
13166,9070ef426,5,2,0.8,33,13,95,152,640,266
13167,bf20ac1c9,25,6,0.8,20,23,41,148,302,400
13168,0a8bc19f6,47,11,1.8,10,42,57,89,400,300
13169,79786edcd,3,2,0.1,38,20,61,119,360,480
13170,f05665d6d,77,14,-0.2,20,56,104,176,350,350
13171,7d86df9b0,39,7,0.5,37,49,62,120,430,480
13172,d8f9d07f2,1,1,0.8,48,24,95,112,528,480
13173,146f076cf,31,8,1,32,30,40,116,360,480
13174,a8de0737e,3,2,0.1,10,7,69,145,400,300
13175,fbcadae16,116,14,2.9,58,32,47,135,240,400
13176,b041aab9f,9,2,1.5,20,29,40,107,400,267
13177,1efbef49e,112,24,-0.5,50,45,95,171,380,320
13178,e303359a7,40,7,1.8,32,120,83,168,299,400
13179,440ab06be,11,1,0.9,20,105,91,118,400,300
13180,26988350b,74,20,0.1,19,48,80,85,300,400
13181,a371e0164,8,1,0.3,10,97,93,118,266,400
13182,ec4351554,28,8,1.7,16,15,139,157,500,560
13183,0133b0214,49,10,0.6,18,85,111,159,360,480
13184,9f88f23a4,34,4,0.8,18,88,68,119,640,480
13185,279a5187c,17,2,0.9,20,28,80,131,270,480
13186,a8267c4eb,154,25,-0.8,17,8,134,94,243,400
13187,c7c99d389,13,4,0.8,30,18,87,173,399,302
13188,97e08141e,5,1,0,10,15,19,129,640,480
13189,21c955172,130,15,4.2,130,52,73,113,612,420
13190,6774f84e3,52,8,1.8,20,18,44,107,360,480
13191,b7d2d752f,65,13,1.2,29,39,52,116,437,533
13192,141b5d279,144,15,2.6,10,31,46,89,274,400
13193,858b1443e,109,14,2,18,26,72,160,350,400
13194,cf357f057,44,7,0.3,63,28,58,139,400,480
13195,b1307cb03,69,10,2.6,9,61,101,106,360,480
13196,3f5804c61,44,5,1.7,0,-1,-1,-1,-1,-1
13197,02c7d1b74,5,1,0.7,39,59,63,107,225,400
13198,a12222b9e,29,6,0.7,30,43,46,112,360,480
13199,bf5bf91a2,140,21,3.1,50,27,70,85,360,480
13200,2b46246db,12,3,0.9,29,16,70,140,360,480
13201,fa64cfa4e,89,16,3.4,10,31,54,119,400,239
13202,9f40dbc58,33,9,2,45,97,127,169,640,470
13203,ab3d83bd1,25,9,1.8,41,19,82,136,360,480
13204,08fb442fa,143,21,0.2,179,110,84,133,586,427
13205,35b1c5db4,51,9,0.6,30,25,111,155,400,300
13206,6ea65996b,8,1,0.7,20,37,64,169,400,300
13207,ef7ffcc3e,-1,-1,-1,31,38,43,140,361,350
13208,68b8dab3b,156,32,1.7,9,109,149,151,400,398
13209,46687a6d1,11,3,0.9,95,39,92,135,360,480
13210,84d1eb4ab,12,2,0.1,48,40,61,120,360,480
13211,357707ba7,15,4,0,7,14,41,136,299,400
13212,506fa1d6e,69,12,0.7,274,13,77,137,361,335
13213,ab94fb958,43,9,-0.2,0,-1,-1,-1,-1,-1
13214,e02dbb6d5,118,22,2.8,20,130,100,189,150,113
13215,aef6836e4,7,1,0.7,10,28,63,151,225,400
13216,26e02fdeb,94,12,2.9,30,16,74,146,364,362
13217,6968f86dd,37,9,1.6,10,25,88,96,360,480
13218,59f987236,56,13,2.4,30,31,75,135,400,290
13219,b2d7d59c9,7,1,0.8,10,25,56,139,299,400
13220,31b7a54b6,106,18,0.9,10,24,119,122,298,400
13221,18b6fc5f0,96,12,4.4,80,22,71,159,400,295
13222,e2101b7d1,71,10,0.1,30,72,35,147,366,333
13223,a426ef14d,35,7,1.5,0,-1,-1,-1,-1,-1
13224,ea7ef6aee,18,3,1.8,20,18,63,117,640,480
13225,e0dc745da,11,5,0.4,20,74,86,147,269,400
13226,b76e8c452,250,39,0.2,86,24,87,119,516,586
13227,f90575a63,27,4,-0.5,20,33,47,108,360,480
13228,ab35738e4,27,4,1.7,38,102,44,134,225,300
13229,72519f841,40,9,1.6,29,26,101,112,400,300
13230,6a908a708,12,2,0.9,10,12,46,166,352,479
13231,ff618d36f,14,2,1.3,10,13,87,140,360,480
13232,f14086e70,108,22,3.2,30,74,108,174,358,392
13233,93b289505,44,9,-0.9,20,72,47,103,400,300
13234,ec6bb5fb6,258,34,4,156,16,67,119,500,463
13235,2fa65607f,18,7,0.6,10,17,61,135,283,400
13236,f743a63aa,19,4,0.6,44,47,33,128,640,360
13237,cd2b84b66,144,23,2.1,42,51,25,128,400,300
13238,507e734af,21,6,-0.2,50,49,102,157,270,480
13239,0340ac5f7,146,25,3.3,26,18,84,139,269,480
13240,e98e609ac,46,11,0.3,67,57,45,113,328,385
13241,42d2aa0bf,75,13,-0.1,50,25,96,142,370,308
13242,4a3380641,63,9,3.8,113,41,82,117,323,380
13243,8f15fc3d8,428,67,3.7,109,16,84,118,351,331
13244,e1d40ecc1,44,9,0.9,7,92,98,152,400,400
13245,b66a5bd9d,42,8,0.6,18,84,48,134,360,480
13246,da424cdd7,22,7,-0.1,40,34,59,112,430,480
13247,34f6111bf,72,12,-0.8,45,16,81,115,400,266
13248,6da753c92,58,13,0.8,10,13,109,150,300,400
13249,cfbd5c54d,14,6,0.4,15,32,54,105,374,480
13250,9e9959db4,186,32,5.6,69,19,103,143,429,497
13251,fc4989906,83,17,1.8,88,42,70,146,546,480
13252,86228db7e,207,38,3.3,269,50,46,112,361,284
13253,91fca388a,100,13,0.4,20,49,45,168,400,300
13254,05aad3b3f,101,18,0.7,27,29,80,162,360,480
13255,e49b7c262,246,51,4.8,80,115,53,155,604,481
13256,f526c71a0,129,25,0.1,30,28,47,108,453,480
13257,0f6b7b928,259,42,1.9,97,44,84,131,254,385
13258,3.53E+60,9,3,0,10,31,30,124,400,300
13259,fdb71d0c8,34,7,0.1,9,21,50,114,300,400
13260,6261c9966,112,21,0.7,198,21,112,129,400,300
13261,d35b8c727,27,4,1.5,20,78,55,119,400,300
13262,63f2faf77,74,13,2.5,10,15,135,128,400,283
13263,43b99bc40,61,12,0.7,50,13,138,123,373,294
13264,0fd5ff08e,6,19,0.6,28,9,81,126,280,453
13265,7d7b5bf2f,62,11,1.3,27,21,62,136,499,450
13266,bfb19deda,54,7,0.4,17,19,57,120,360,480
13267,1498a5e81,118,17,1.7,30,39,77,99,640,425
13268,d4beefae9,16,3,1.7,36,35,56,160,516,558
13269,557f3e130,6,1,0.9,40,56,38,142,375,324
13270,c84e9ae78,19,4,0.1,10,62,40,126,400,300
13271,ae3c2cb86,30,11,0.1,33,35,94,153,319,319
13272,f829fad2b,69,9,0.4,69,60,65,101,371,328
13273,5da0df190,32,7,1.6,40,13,142,125,360,480
13274,835fdb873,380,51,5.8,87,69,128,143,379,348
13275,ec28e0aad,12,3,0.9,20,38,23,130,577,499
13276,ff127e4d3,237,33,0.3,10,37,42,115,203,400
13277,550f8a3da,111,22,1.4,40,16,106,131,346,366
13278,ff891d6b6,32,5,1.5,9,15,121,140,400,300
13279,7648e56db,274,39,1,47,25,72,134,270,480
13280,23056b4b6,1,0,0.3,8,14,199,186,400,300
13281,87639ef4c,176,35,2.4,68,14,57,135,382,294
13282,091a5da01,164,26,-0.5,38,12,95,104,325,375
13283,4b431377d,111,17,2.5,20,15,103,106,400,300
13284,c59199ff4,10,0,0.9,30,142,86,131,400,299
13285,edd2ebd5e,40,4,1.1,20,85,39,143,360,480
13286,b07678538,76,18,1.2,38,31,62,147,375,325
13287,886d23c56,287,64,8.2,50,109,51,144,270,480
13288,fac19639c,1,0,0.1,10,26,80,114,400,300
13289,24fee0cc4,24,3,1.2,18,60,112,102,386,479
13290,a6b5ed0f7,55,14,1.5,9,35,90,120,300,400
13291,6272ed019,40,7,0.3,49,28,70,117,360,340
13292,2eaccd3bf,38,4,1.9,30,13,120,122,354,370
13293,c0677007e,33,4,1.7,80,62,86,107,375,325
13294,1882fa24c,27,6,1.2,29,10,109,121,270,480
13295,0d94f0378,87,8,2.3,20,86,128,104,516,481
13296,7aae61018,67,15,2.4,132,46,64,136,329,372
13297,b5d3858ae,28,7,0.5,9,15,89,106,215,383
13298,01b8e6c14,74,10,1.3,10,130,54,121,299,400
13299,f87489d3e,65,15,2,36,98,105,146,294,399
13300,33a51709e,49,11,0.9,52,24,59,136,330,380
13301,e5f76fab6,47,4,1.2,10,52,64,93,264,480
13302,aaad1ddb5,43,8,0.8,60,24,55,126,400,267
13303,c45a57747,30,4,1.7,7,49,67,150,640,640
13304,95e69fe79,67,16,2.5,40,56,66,119,399,395
13305,a89f8b241,7,2,0.4,40,25,88,129,292,480
13306,b1bc7e3c7,32,6,0.9,30,17,75,108,551,480
13307,30d293a39,23,4,1,10,50,56,132,360,480
13308,c8d27db32,43,6,0.3,50,38,62,145,416,480
13309,6f3f2899c,71,17,2.1,10,74,33,138,360,480
13310,8cb6dfa5b,21,11,0,20,33,38,125,400,299
13311,906308870,58,11,0.1,10,77,37,161,300,400
13312,d2f3db726,18,4,0.3,20,14,42,154,270,480
13313,40de6ecb5,99,19,3.6,24,37,42,134,578,487
13314,4512e1ea8,21,4,1.1,20,42,36,112,406,480
13315,98780fbb6,11,4,0.4,39,17,65,158,640,480
13316,ee36e2198,25,6,1.5,39,35,54,156,360,480
13317,8d0a7a7ac,57,9,0.7,30,80,48,145,359,480
13318,c5ff5915a,105,17,4.4,52,37,96,132,385,288
13319,8f38dbd18,47,11,2.4,80,63,94,147,275,304
13320,da697d5ba,4,2,0.6,46,73,68,139,416,480
13321,f9d9f8fd6,89,13,2.1,10,41,63,150,400,300
13322,a6c9fd936,48,11,0.6,30,68,53,103,400,268
13323,585a4d5b9,65,12,3.8,149,35,67,146,522,471
13324,a0322013c,77,13,2.2,10,101,70,93,360,480
13325,740d9759c,13,5,0.1,15,36,55,126,350,350
13326,f03af5072,161,26,3.9,80,23,48,125,430,480
13327,938de268a,14,4,0.9,28,12,107,121,546,400
13328,28dfa1c39,20,3,0.3,0,-1,-1,-1,-1,-1
13329,3bbbccce4,48,13,0.8,77,20,82,126,425,465
13330,f6ea19029,10,2,1.1,60,15,98,139,516,411
13331,0dc32d6fd,136,16,1.7,31,50,58,120,195,225
13332,8398c83ec,21,6,-0.2,78,35,40,134,577,480
13333,61afb7281,106,20,1.9,40,72,80,159,350,350
13334,d43335198,102,15,2,20,35,94,144,312,312
13335,52602ec39,90,18,1.7,87,25,78,110,269,479
13336,50ae3720b,39,8,1,44,17,72,137,400,300
13337,de9e7e87d,16,4,2.2,0,-1,-1,-1,-1,-1
13338,9ff5a1ca1,16,3,1.6,0,-1,-1,-1,-1,-1
13339,24573b56d,126,13,1,20,38,101,142,300,400
13340,61be9a64f,127,12,0.4,142,20,64,140,509,480
13341,19c0c9d93,5,2,0.2,10,15,73,128,203,360
13342,915c4ba66,3,0,0.9,20,20,59,91,354,480
13343,28cc87730,33,9,2.7,51,43,79,138,346,466
13344,e1d1b893a,88,16,3.2,39,69,44,128,300,400
13345,2ef82137f,51,10,2.2,18,57,49,123,500,480
13346,3d8760efc,76,16,0.2,47,38,69,135,400,299
13347,aa6b8a52b,9,4,1.6,27,28,73,146,300,400
13348,9a627ad95,26,3,1.1,56,49,75,124,366,332
13349,fa53dd6cd,43,6,1.4,20,30,66,145,350,350
13350,6f14bc8cd,9,4,0.7,17,46,104,180,499,453
13351,570b3eb92,181,32,-1.8,20,39,56,166,455,420
13352,a86ec27e9,2,1,0,10,73,72,167,225,400
13353,c421064dd,15,3,0,10,77,53,133,400,300
13354,dfaf47c11,-1,-1,-1,50,107,87,106,368,272
13355,ae1db9841,-1,-1,-1,40,78,45,96,400,300
13356,53f3e56a3,22,7,0.8,20,40,77,108,464,410
13357,ef5fcd597,24,10,0.3,10,24,50,124,203,360
13358,0f6c2d090,68,8,0.3,106,38,128,142,339,348
13359,4c1f97540,33,7,1.5,39,49,67,101,225,400
13360,0c5b71bf0,54,11,1.3,20,40,116,110,350,350
13361,ccbd1f9fc,3,2,0.1,10,53,59,151,360,480
13362,163133ac9,3,0,0.3,48,45,102,102,373,306
13363,e7cecd5d2,145,19,3.1,25,22,75,120,260,400
13364,43894825a,64,12,1.6,30,38,43,154,360,480
13365,e877b448c,82,18,1.3,76,23,76,118,315,362
13366,4b8db7cbe,54,9,1.3,10,33,49,132,639,424
13367,5377c3a3c,7,2,0.3,20,11,47,132,400,300
13368,0ba16b529,20,4,0.5,20,36,49,147,640,360
13369,11543e9ce,1,0,0,30,89,46,167,311,355
13370,1a783228c,58,16,2.3,19,27,103,126,324,480
13371,f95db0cb5,81,17,1.5,19,19,73,146,400,323
13372,7915144f9,201,36,6.8,114,47,56,129,383,316
13373,146cd69b3,33,4,1.2,26,62,47,136,400,300
13374,d08b5b163,59,7,0,130,39,83,115,487,471
13375,4559bd457,13,3,0.9,10,78,41,157,360,480
13376,85a12f70c,23,6,2.3,10,19,103,112,360,480
13377,335eacf2d,24,4,0.1,27,14,63,149,400,300
13378,577d15fea,23,3,1.5,10,67,101,118,360,480
13379,4756b380a,93,14,1,18,19,70,168,283,377
13380,9d87fbd92,43,10,0.6,104,92,51,132,309,400
13381,4acf3e30e,40,6,0.8,10,30,51,92,640,524
13382,36731724b,79,14,0.8,40,33,53,115,430,480
13383,1b89f5335,10,2,0.3,0,-1,-1,-1,-1,-1
13384,f891608d9,20,2,-0.8,0,-1,-1,-1,-1,-1
13385,9b1b9876d,42,6,1,27,10,78,143,400,300
13386,8c0eb7188,1,0,0.1,30,15,59,124,400,268
13387,1b1ddc50c,16,3,1.1,10,47,76,116,640,480
13388,e267af6d8,29,6,1.4,8,54,78,173,400,300
13389,2e553e40a,50,12,0.2,66,30,78,122,361,480
13390,218cf1849,34,4,0.5,50,58,86,122,290,340
13391,ba7ae0448,77,12,2.8,26,91,62,125,399,271
13392,befafd8d3,28,5,0,10,20,152,125,360,480
13393,f928a7e7f,40,6,1.7,10,15,94,167,346,480
13394,12c071b30,29,7,2.7,43,23,68,105,380,320
13395,d2dd7e8c2,46,9,0.6,10,30,19,145,320,268
13396,89d8b797c,25,5,0,10,19,79,168,300,400
13397,6e09bfe1f,12,2,1.7,26,31,98,178,366,333
13398,e01f077a7,29,4,3.2,84,37,52,148,640,640
13399,b47109e90,26,9,1.3,49,91,58,120,346,319
13400,efeabd288,157,24,3,47,48,100,151,359,480
13401,d1a577692,13,19,1.2,37,83,58,105,400,225
13402,1f0721fa8,15,5,1.1,10,73,76,135,400,400
13403,5ab4df736,76,11,2.8,20,55,54,120,395,350
13404,67d0b57eb,75,19,1.7,19,63,109,137,414,480
13405,23e49bd2e,85,13,2.9,20,21,80,90,421,360
13406,268cdb435,15,3,0.3,10,52,79,146,300,400
13407,8af1b11ce,1,1,0.8,20,22,70,109,304,480
13408,3f8824a3b,42,8,0.9,10,14,173,134,270,480
13409,af0494f60,47,13,1.1,48,38,62,137,300,400
13410,3664119b9,48,7,1.6,20,100,45,149,270,479
13411,59309ddf6,77,14,1.4,20,63,99,154,400,350
13412,a5edf3e84,19,1,0.9,10,17,141,118,360,480
13413,afefc6424,15,4,1.8,30,31,91,118,315,480
13414,2a52daa7e,44,7,0.7,27,21,58,175,500,480
13415,bf5d1a04c,85,13,1.2,20,31,70,141,300,400
13416,d9c8973ea,120,21,1.9,40,65,31,133,400,265
13417,5a60de180,68,11,3.1,39,39,101,139,300,400
13418,3.60E+28,23,5,0.8,27,27,67,144,400,300
13419,4c2af85fe,56,11,3,30,19,93,125,640,480
13420,04d4ce3a4,45,8,3.5,82,39,96,149,472,544
13421,d4e9f53c9,142,20,6.9,50,18,86,120,321,359
13422,4b02a097c,23,5,0.2,10,102,54,133,308,480
13423,f2716e1e5,35,6,2.6,19,18,77,176,500,480
13424,35e96ea98,56,9,1,10,45,74,145,400,300
